ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
603516.SH,20260327,140.4,1.8296,2.645,0.64,332.621,5650.1216,20.5002,57.6671,78.8313,0.1771,0.1771,20326.8279,20326.8279,14060.9339,2853886.6372,2853886.6372
600771.SH,20260327,16.89,2.2701,2.6759,2.1,111.0433,100.3669,5.0146,6.7687,5.9537,,,48949.1141,48949.1141,41525.7673,826750.5371,826750.5371
000962.SZ,20260327,46.19,4.0214,4.0214,1.01,114.2622,91.7953,6.2371,19.025,15.3805,0.2632,0.2632,52746.0166,50166.4375,50166.4375,2436338.5068,2317187.7481
002920.SZ,20260327,106.04,0.9456,1.8785,0.91,25.7931,25.7931,4.105,1.9438,1.9438,1.0523,1.0523,59680.9294,55472.8461,27924.9869,6328565.7536,5882340.6004
605500.SH,20260327,9.25,0.7474,3.1597,0.57,19.82,43.4587,1.5007,1.6224,1.446,1.6216,1.6216,41440.0,41440.0,9802.8545,383320.0,383320.0
688039.SH,20260327,42.03,1.1752,2.2332,0.62,,,4.3586,15.1606,13.3323,,,11060.1424,11060.1424,5820.6388,464857.7851,464857.7851
300852.SZ,20260327,44.35,1.9595,4.2237,0.6,50.7476,47.9584,3.2291,5.0377,4.0191,0.2778,0.2778,16052.1165,15495.6311,7188.9695,711911.3668,687231.2393
002652.SZ,20260327,4.75,10.0857,14.4073,1.16,347.0244,,9.6998,7.1464,8.0762,,,51206.4,51206.4,35846.4,243230.4,243230.4
002918.SZ,20260327,11.37,2.8202,4.279,0.55,37.1964,71.5674,1.4185,1.0037,1.1518,1.759,1.759,40880.6379,21308.893,14043.9605,464812.8529,242282.1134
002592.SZ,20260327,9.86,1.3591,2.1535,0.84,39.9197,24.8826,3.0207,4.2401,4.1071,2.0284,2.0284,28333.1157,26271.637,16580.1814,279364.5208,259038.3408
002396.SZ,20260327,27.01,2.2821,3.1048,0.7,39.0974,32.5347,2.2913,0.944,0.8309,0.9257,0.9257,58569.5098,58328.0278,42872.8328,1581962.4597,1575440.0309
300304.SZ,20260327,13.31,2.5004,4.3309,1.11,25.0439,25.0439,3.4091,4.8726,4.8726,0.6581,0.6581,87814.3718,85451.5534,49334.7893,1168809.2887,1137360.1758
300935.SZ,20260327,28.9,2.6787,3.829,0.63,,,2.8951,17.1539,17.449,,,7943.068,6027.3655,4216.7045,229554.6652,174190.863
301107.SZ,20260327,26.93,2.6619,5.2141,0.85,51.6811,33.9747,2.9396,4.9836,3.8247,1.8567,1.8567,10156.342,5872.195,2997.871,273510.2901,158138.2114
920932.BJ,20260327,15.55,1.603,2.1691,0.54,47.468,,2.5725,3.7777,4.9048,0.14,0.14,10535.035,8681.3146,6415.761,163819.7943,134994.442
300877.SZ,20260327,27.55,5.4693,11.035,1.96,106.8561,35.8726,1.9821,3.2022,3.2016,0.3519,0.3519,12000.0,11999.895,5947.5855,330600.0,330597.1073
600822.SH,20260327,10.17,0.8412,2.1148,0.91,99.8082,206.026,4.1162,1.1168,2.3179,,,49597.2914,39614.7908,15757.1946,504404.4535,402882.4224
000637.SZ,20260327,4.8,6.4217,8.1314,1.44,,,4.4976,0.6646,0.7783,,,51987.5356,36458.5055,28792.7054,249540.1709,175000.8264
688513.SH,20260327,66.38,2.2887,4.3489,2.36,49.1878,41.3708,3.9966,8.6817,8.8014,0.6383,0.6383,17653.2256,17653.2256,9290.4756,1171821.1153,1171821.1153
688556.SH,20260327,13.8,3.1304,4.039,0.59,,,2.9076,2.5624,3.1411,0.8584,0.8584,83077.3934,83077.3934,64387.5462,1146468.0289,1146468.0289
603277.SH,20260327,14.44,0.2389,1.1224,1.12,16.3802,16.7611,3.3682,3.2195,3.1641,4.8199,4.8199,61369.9305,60974.6025,12977.6126,886181.7964,880473.2601
001965.SZ,20260327,10.02,0.2048,0.7724,0.81,12.7929,13.1591,1.0234,5.3565,5.5187,4.1659,4.1659,679509.4992,679509.4992,180163.8325,6808685.182,6808685.182
600120.SH,20260327,5.63,0.7351,1.4664,0.54,20.5359,14.5901,1.1823,2.5781,3.2581,1.4622,2.0714,341538.1492,341538.1492,171211.5538,1922859.78,1922859.78
603098.SH,20260327,18.0,2.7759,8.0484,0.62,132.0667,101.3356,3.4381,3.3088,2.9481,0.2778,0.2778,53969.9978,53879.9978,18583.3771,971459.9604,969839.9604
600603.SH,20260327,7.33,1.3197,3.0849,0.52,17.1884,21.5826,1.1972,2.3406,2.7153,,,119332.9151,119332.9151,51048.6002,874710.2677,874710.2677
000925.SZ,20260327,7.17,1.2733,1.2733,0.57,199.077,74.2,1.4682,2.3963,2.0463,,,67636.9858,67324.4308,67324.4308,484957.1882,482716.1688
688326.SH,20260327,116.69,0.9666,1.8219,0.69,,140.6094,3.5516,2.5258,2.0438,,,11994.096,11162.3521,5921.8461,1399591.0622,1302534.8665
605222.SH,20260327,20.33,0.8326,2.2271,0.39,61.9506,56.4368,1.7998,0.3688,0.3722,0.1968,0.1968,41290.3098,41290.3098,15436.0198,839431.9982,839431.9982
688536.SH,20260327,190.3,3.7617,5.8508,0.97,,151.6954,4.2642,21.518,12.2507,,,13789.8339,13564.8979,8721.3325,2624205.3912,2581400.0704
000505.SZ,20260327,6.92,2.7818,6.1334,1.08,192.5142,,1.6342,0.4399,0.617,0.2601,0.2601,72695.0251,63238.0336,28681.5343,503049.5737,437607.1925
688203.SH,20260327,12.1,0.9249,1.6542,0.79,69.0728,266.1809,1.661,2.9016,2.8798,0.4928,0.4928,20267.8068,20267.8068,11332.9813,245240.4623,245240.4623
300722.SZ,20260327,28.85,0.7525,2.2038,0.47,100.8355,129.5848,12.5749,17.9392,20.5729,0.6239,0.6239,27675.648,27675.648,9450.3809,798442.4448,798442.4448
688981.SH,20260327,97.5,1.4047,1.5607,0.76,154.7675,154.7675,5.1725,11.588,11.588,,,800145.6216,199956.2549,179963.3574,78014198.106,19495734.8528
300584.SZ,20260327,45.18,15.9398,22.7567,3.58,134.8056,121.073,5.1964,10.7495,8.81,0.2213,0.2213,12000.0,8211.0746,5751.4006,542160.0,370976.3504
003040.SZ,20260327,16.23,0.9101,1.7407,0.59,347.2165,1274.6491,5.343,7.1366,7.2091,0.1848,0.1848,46113.5972,45685.0258,23886.2459,748423.6826,741467.9687
688032.SH,20260327,137.51,4.5615,12.387,1.11,49.5656,,2.9839,8.5608,8.8307,2.3089,2.3089,12407.3545,12407.3545,4569.0492,1706135.3173,1706135.3173
605128.SH,20260327,32.65,1.0133,1.6082,0.9,50.3014,44.4383,3.3119,3.0284,2.8893,0.7929,0.7929,21113.8706,21113.8706,13303.1555,689367.8751,689367.8751
000983.SZ,20260327,7.05,1.7988,4.2114,0.53,12.8775,23.5988,1.0966,0.8837,1.0165,3.6312,3.6312,567710.1059,567706.6234,242474.9,4002356.2466,4002331.695
688338.SH,20260327,29.22,0.8514,1.419,0.58,27.4468,35.5906,1.838,10.1399,11.7628,1.1062,1.1062,10614.24,10614.24,6368.658,310148.0928,310148.0928
002638.SZ,20260327,4.42,9.5104,13.804,1.58,,,3.0816,16.7797,15.906,,,143659.4349,135268.2259,93194.4131,634974.7023,597885.5585
301195.SZ,20260327,30.76,1.191,2.5025,0.49,20.19,24.5323,1.6844,3.5974,3.9573,2.1131,2.1131,13206.984,8771.2327,4174.4684,406246.8278,269803.1179
688561.SH,20260327,29.78,0.6127,1.6278,0.68,,,2.7234,4.6715,4.6264,,,68225.2725,68225.2725,25680.5698,2031748.6151,2031748.6151
600955.SH,20260327,17.05,2.1438,4.6739,1.83,165.7138,,1.1146,0.9848,1.035,0.1748,0.1748,55000.0,55000.0,25226.3,937750.0,937750.0
002712.SZ,20260327,5.23,1.9343,3.1107,0.64,,,2.0891,0.4609,0.3995,,,54427.6198,54090.0273,33635.5884,284656.4516,282890.8428
603566.SH,20260327,12.51,1.2792,1.8697,0.83,46.648,30.1333,1.725,4.1525,3.922,4.7387,4.7387,34606.2273,34606.2273,23676.3105,432923.9035,432923.9035
920208.BJ,20260327,22.8,0.6102,0.6255,0.36,16.5715,16.2408,2.8329,3.182,3.1538,3.1328,3.1328,13380.4554,10187.8674,9937.6174,305074.3831,232283.3767
000061.SZ,20260327,7.77,2.0514,5.6936,2.33,40.1462,46.0751,1.8359,2.7404,2.1736,0.7702,0.7702,198496.1198,169693.0756,61139.6113,1542314.8508,1318515.1974
605507.SH,20260327,26.85,0.6918,1.5104,0.99,19.1972,17.1881,1.814,2.5471,2.5249,2.2328,2.2328,55882.35,55882.35,25596.3217,1500441.0975,1500441.0975
002082.SZ,20260327,26.04,5.075,9.2684,0.96,287.3035,,6.4121,11.0356,13.9147,,,61168.9055,55325.2922,30293.8977,1592838.2992,1440670.6089
601108.SH,20260327,7.67,0.5622,0.8318,0.56,15.2227,12.2595,0.9717,5.6664,5.1566,2.197,2.197,464376.3517,464376.3517,313898.5061,3561766.6175,3561766.6175
920519.BJ,20260327,11.64,0.8652,0.994,0.58,33.9147,48.0905,1.9831,1.9729,2.3519,0.8485,0.8485,8925.8104,6299.4354,5483.0888,103896.4331,73325.4281
301229.SZ,20260327,17.9,1.0094,1.3189,0.45,60.6931,84.0565,2.6033,3.3359,3.0688,0.9219,0.9219,18178.0501,12928.064,9894.0037,325387.0968,231412.3456
301378.SZ,20260327,31.45,2.9733,3.8158,0.55,,,2.3274,6.9273,7.4782,,,9660.0,4591.4531,3577.707,303807.0,144401.2
920981.BJ,20260327,26.72,1.6747,2.5432,0.81,210.9956,210.9956,4.0177,3.5419,3.5419,0.5614,0.5614,7646.8,3730.9618,2456.8096,204322.496,99691.2993
601100.SH,20260327,95.77,0.5016,1.4068,0.36,51.1859,45.7934,7.7106,13.6757,12.5354,1.0442,1.0442,134082.0992,134082.0992,47806.4023,12841042.6404,12841042.6404
688075.SH,20260327,37.04,0.4742,1.8277,1.12,24.4787,64.1457,0.9105,8.7057,10.3779,2.1598,2.1598,12708.2805,12708.2805,3297.0805,470714.7097,470714.7097
600478.SH,20260327,7.54,5.0059,7.028,1.61,160.7097,66.3688,4.3268,3.1888,2.7538,,,166554.0916,166554.0916,118634.0779,1255817.8507,1255817.8507
688600.SH,20260327,23.95,0.9664,1.748,0.7,223.9331,56.6181,4.0717,4.3579,4.543,0.3884,0.3884,13470.849,13470.849,7447.0147,322626.8336,322626.8336
301336.SZ,20260327,51.58,2.6352,3.2306,0.55,71.227,65.4312,2.489,5.9403,5.6102,0.4347,0.4347,4000.0,3043.0297,2482.1876,206320.0,156959.4719
301285.SZ,20260327,84.76,8.9017,8.9039,1.84,,,17.1914,21.0968,19.9211,0.0589,0.0589,20667.0,7870.9808,7868.9808,1751734.92,667144.3326
920036.BJ,20260327,46.31,13.1185,13.1185,0.57,31.8444,31.8444,4.2724,3.1437,3.1437,,,5442.1827,1306.1277,1306.1277,252027.4808,60486.7738
603266.SH,20260327,18.38,0.8307,1.8536,0.55,33.1778,33.1388,2.3279,2.675,2.7366,0.9249,0.9249,19888.675,19888.675,8912.865,365553.8465,365553.8465
603076.SH,20260327,28.12,5.2796,10.6917,1.91,160.8588,239.5296,2.6177,2.2774,2.2733,1.4225,1.4225,12070.1344,12070.1344,5960.3001,339412.1793,339412.1793
300880.SZ,20260327,23.22,4.8018,10.6618,0.47,23.4687,50.913,4.3237,4.4674,6.1165,1.938,1.938,19513.728,19511.6468,8787.4868,453108.7642,453060.4387
300175.SZ,20260327,6.19,0.7297,0.9595,0.6,,,5.6467,11.8768,10.8758,,,47080.0,47080.0,35804.704,291425.2,291425.2
301281.SZ,20260327,39.2,11.7286,16.8906,1.47,70.2243,81.2647,3.0966,9.1542,9.7468,0.5102,0.5102,10829.0,6885.2,4781.0,424496.8,269899.84
300508.SZ,20260327,37.14,1.9619,3.1998,0.62,42.364,46.4341,4.7749,8.6809,7.7969,0.5019,0.5019,10884.633,8199.3458,5027.2691,404255.2696,304523.703
002058.SZ,20260327,21.6,1.1618,2.1891,0.95,,16.4463,77.44,19.0631,4.8926,,,14344.8332,14311.7781,7595.1925,309848.3971,309134.407
688303.SH,20260327,21.85,0.4387,1.7542,0.65,,,1.2012,6.3252,9.6874,,,214520.5724,214520.5724,53645.5724,4687274.5069,4687274.5069
600262.SH,20260327,25.23,3.5042,5.7002,1.35,23.9736,17.0346,2.4362,1.4696,1.2379,1.2525,1.2525,17000.0,17000.0,10450.8501,428910.0,428910.0
002375.SZ,20260327,3.88,0.7653,1.6508,0.63,17.1745,16.5149,0.6346,0.4284,0.486,1.7486,1.7486,133999.6498,132679.3698,61510.567,519918.6412,514795.9548
000799.SZ,20260327,43.3,1.614,2.3391,1.0,1126.1586,,3.7396,9.8849,14.1824,1.3857,1.3857,32492.898,32490.048,22417.3189,1406942.4834,1406819.0784
300333.SZ,20260327,9.13,1.8643,2.1769,0.8,,,5.2894,23.9587,25.831,,,33600.0,33478.0067,28671.4571,306768.0,305654.2012
301230.SZ,20260327,36.9,5.0815,8.3389,1.51,301.5102,140.7726,5.1364,9.4601,7.7168,1.0681,1.3352,13958.6605,12561.583,7654.6435,515074.5725,463522.4127
002386.SZ,20260327,6.31,5.9424,8.8635,2.35,93.5653,93.5653,1.0845,0.7269,0.7269,,,130164.7073,130140.4537,87250.9205,821339.3031,821186.2628
300720.SZ,20260327,67.22,6.4964,12.4416,0.76,273.8873,338.3989,22.3724,55.4061,58.4306,0.2231,0.2231,19487.7256,17465.1991,9119.4546,1309964.9148,1174010.6835
605009.SH,20260327,28.55,0.5204,1.5602,0.78,15.845,20.7142,1.8135,2.0961,1.7025,2.1169,2.1169,21506.596,21503.796,7172.3981,614013.3158,613933.3758
688458.SH,20260327,33.12,1.8201,1.8201,0.74,,,2.024,9.14,6.6545,,,11153.6629,8506.8541,8506.8541,369409.3152,281747.0078
603271.SH,20260327,44.29,3.8075,4.447,2.19,27.2746,22.2007,3.0928,1.0741,0.9387,1.1402,1.1402,19672.0,9457.5996,8097.5996,871272.88,418877.0863
600674.SH,20260327,15.41,0.5733,1.703,0.8,16.6642,17.4404,1.6924,46.6865,45.1775,2.5957,2.5957,487460.6828,487460.6828,164103.8792,7511769.1219,7511769.1219
603198.SH,20260327,31.97,0.2341,0.8428,0.63,9.8777,12.2123,2.518,3.4827,4.0301,4.6919,4.6919,80000.0,80000.0,22223.415,2557600.0,2557600.0
002603.SZ,20260327,16.51,0.9591,1.7529,1.17,,,2.7036,4.2353,4.5858,1.8171,1.8171,167070.5376,137684.6739,75336.4744,2758334.5758,2273173.9661
002351.SZ,20260327,10.82,0.8238,1.0545,0.73,21.4145,23.4147,3.3449,3.2685,3.3707,2.3105,2.3105,88910.7,52105.6775,40703.9233,962013.774,563783.4306
300816.SZ,20260327,62.2,4.0109,5.342,0.77,99.7637,68.7325,5.4923,5.257,4.9498,0.2231,0.1218,8000.0,5666.8571,4254.7904,497600.0,352478.5116
001266.SZ,20260327,31.04,3.0928,5.012,0.45,188.364,80.2352,3.3851,4.1773,4.1587,0.9591,0.9591,10358.0242,5808.1402,3584.0302,321513.0712,180284.6718
002190.SZ,20260327,31.15,1.2371,2.5348,0.5,,,2.8982,4.8414,4.8414,,,35872.9343,35872.9343,17507.96,1117441.9034,1117441.9034
002728.SZ,20260327,11.07,6.0557,6.4132,1.29,69.5755,69.5755,3.1197,6.1462,6.1462,0.439,0.439,51330.9812,33192.6512,31342.4535,568233.9619,367442.6488
300963.SZ,20260327,17.16,1.8174,2.2569,0.57,82.4355,102.8581,7.1313,7.3168,8.2258,0.2289,,45864.0,34746.558,27980.6704,787026.24,596250.9353
002444.SZ,20260327,30.4,0.7872,1.3507,0.59,15.763,14.3905,1.9505,2.4543,2.4423,0.8224,0.8224,119447.8182,114703.2778,66855.1359,3631213.6733,3486979.6451
603648.SH,20260327,9.79,0.6872,1.3607,0.75,27.1052,28.8001,1.9056,2.335,2.3081,3.0644,3.0644,36241.28,36241.28,18301.9174,354802.1312,354802.1312
601825.SH,20260327,8.9,0.159,0.2677,0.68,6.9852,6.9388,0.6816,3.2219,3.3028,4.8764,4.8764,964444.4445,937444.1403,556745.8381,8583555.5561,8343252.8487
301232.SZ,20260327,156.84,6.1612,6.8102,0.89,,,8.3521,6.5679,4.7393,,,7516.2347,4466.7265,4041.0855,1178846.2503,700561.3843
000753.SZ,20260327,6.55,1.9802,3.1818,0.68,121.5845,115.5515,2.374,1.9666,2.1067,0.3053,0.3053,99148.1071,99148.1071,61705.3723,649420.1015,649420.1015
603569.SH,20260327,6.87,0.6541,2.2604,0.65,52.1092,61.9897,1.4738,0.9931,0.8539,5.2402,5.2402,60350.7251,60350.7251,17464.8246,414609.4814,414609.4814
002291.SZ,20260327,6.56,4.0814,4.8752,1.13,,,2.0335,1.2879,1.8161,,,93513.0353,86912.527,72761.1407,613445.5116,570146.1771
300721.SZ,20260327,13.98,5.1738,7.6663,1.09,241.7418,,2.0417,1.3036,1.4892,0.2146,0.2146,16484.6739,13835.1669,9336.9059,230455.7411,193415.6333
002167.SZ,20260327,12.44,3.8783,5.2102,1.0,54.4901,37.5217,5.5035,6.2458,7.7957,,,77467.33,75740.1963,56379.114,963693.5852,942208.042
001368.SZ,20260327,24.27,11.5684,11.5684,1.95,28.1219,28.1219,1.9958,2.6163,2.6163,3.0921,3.0921,11383.6944,3261.1099,3261.1099,276282.2631,79147.1373
920641.BJ,20260327,20.72,12.2454,19.2166,0.61,,175.4976,4.4767,2.8594,3.0039,0.4826,0.4826,7507.5,4542.1626,2894.4126,155555.4,94113.6091
300169.SZ,20260327,6.34,3.3796,3.4523,0.88,,,,3.8907,4.4529,,,32598.434,30173.5782,29538.0015,206674.0716,191300.4858
603721.SH,20260327,19.53,0.5685,1.1457,0.64,,,5.5197,8.459,9.2544,,,13000.0,13000.0,6450.5215,253890.0,253890.0
300171.SZ,20260327,14.46,1.4724,2.2397,0.99,57.0544,64.0394,1.4104,2.2103,2.1197,0.7283,0.7283,76582.804,56265.7355,36988.4597,1107387.3458,813602.5353
301203.SZ,20260327,41.71,3.1335,3.6303,0.9,25.2935,25.8918,2.3411,10.5726,10.7682,3.5963,1.6783,8000.0,4384.25,3784.25,333680.0,182867.0675
301087.SZ,20260327,56.08,1.1323,2.4823,0.8,31.525,31.525,2.4071,3.4583,3.4583,3.1241,3.1241,20889.7,19404.002,8851.3525,1171494.376,1088176.4322
300959.SZ,20260327,76.92,2.8585,4.0025,0.64,202.9549,288.5979,5.5109,5.4437,8.5652,0.4258,0.4258,8036.78,5235.5219,3739.1496,618189.1176,402716.3445
688661.SH,20260327,83.81,2.3843,5.1076,0.84,,429.5067,10.3693,22.3717,14.673,0.0734,0.0734,15188.7826,15188.7826,7090.2097,1272971.8697,1272971.8697
600166.SH,20260327,2.86,1.3217,2.3853,0.72,281.1396,29.755,1.474,0.4747,0.3946,,,791740.0367,791740.0367,438691.3605,2264376.505,2264376.505
002955.SZ,20260327,25.85,1.4195,2.5236,0.89,118.1702,118.1702,1.8826,1.8889,1.8889,4.9053,4.9053,23663.9912,19564.6852,11004.9055,611714.1725,505747.1124
301097.SZ,20260327,51.81,2.4038,3.7931,0.64,,234.7908,2.5843,7.2897,6.1794,0.9417,0.9417,5894.7368,2894.1368,1834.1368,305406.3136,149945.2276
601838.SH,20260327,17.05,0.3532,0.6808,0.63,5.6201,5.4283,0.852,3.1445,3.075,5.2258,5.2258,423843.5356,423843.5356,219920.6602,7226532.282,7226532.282
002456.SZ,20260327,8.63,1.1841,1.298,0.55,496.9553,,7.3574,1.4196,1.332,,,336189.264,331702.9436,302604.1172,2901313.3483,2862596.4033
600089.SH,20260327,28.25,1.9396,2.3665,0.51,34.5223,26.8228,2.0744,1.4598,1.4503,0.8793,0.8793,505279.2571,505279.2571,414129.9271,14274139.0131,14274139.0131
600756.SH,20260327,18.3,12.4276,15.3604,1.19,469.5139,,2.693,3.4221,4.0917,,,34962.8753,32409.8753,26221.7753,639820.618,593100.718
300327.SZ,20260327,24.19,1.478,1.9338,0.65,61.5665,81.5918,4.7209,6.1467,6.1979,0.8222,0.8222,34137.0172,33885.4231,25897.6659,825774.4461,819688.3848
002679.SZ,20260327,10.79,1.364,3.7502,0.62,244.3386,175.3071,3.4683,16.8774,16.8251,0.3392,0.3392,23575.6,23575.6,8574.8126,254380.724,254380.724
603313.SH,20260327,8.35,0.8239,1.5126,0.66,,29.3258,1.2923,0.5639,0.5247,0.5988,,57058.6885,57058.6885,31079.3631,476440.049,476440.049
688605.SH,20260327,61.48,6.1678,7.6132,3.66,58.1563,65.3894,7.5653,10.9549,10.0515,0.3253,0.3253,20237.9856,10835.173,8778.0598,1244231.3547,666146.436
301047.SZ,20260327,70.57,0.6734,1.7755,0.95,70.4016,64.6418,1.6267,13.9878,13.0026,7.0852,7.0852,12163.6742,11958.0621,4535.2231,858390.4883,843880.4424
002176.SZ,20260327,10.29,5.5528,6.6948,1.69,,,5.1713,8.3496,7.6822,,,170632.5581,170601.9116,141502.3583,1755809.0228,1755493.6704
300829.SZ,20260327,21.04,8.0777,8.3961,1.26,127.5463,70.3027,1.9791,3.1766,2.9911,0.1964,0.1964,22727.5107,15824.4431,15224.4431,478186.8251,332946.2828
000970.SZ,20260327,11.73,1.8317,2.428,0.89,1187.602,156.0983,2.1881,2.1124,2.1478,0.1688,0.1688,121572.5773,121572.5773,91714.4624,1426046.3317,1426046.3317
600692.SH,20260327,8.15,2.8979,3.1126,0.82,451.0238,,3.1005,4.3419,5.7735,,,35176.4064,25501.0517,23742.2313,286687.7122,207833.5714
603113.SH,20260327,7.39,3.5428,7.0312,0.98,,,0.7787,0.3855,0.3731,4.8007,4.8007,84849.0616,84849.0616,42753.5872,627034.5652,627034.5652
688237.SH,20260327,50.19,0.678,1.5202,0.5,346.6149,355.425,3.7215,11.153,11.5764,0.6673,0.6673,8968.1952,8968.1952,3999.8943,450113.7171,450113.7171
000821.SZ,20260327,12.22,2.7251,3.5433,0.54,17.7512,27.127,1.7759,0.8726,1.0142,0.5728,0.5728,62287.4778,60465.0764,46503.138,761152.9787,738883.2336
002782.SZ,20260327,23.54,6.4471,15.5471,1.87,38.9634,38.9634,5.2653,2.1103,2.1103,0.6273,0.6273,49596.4013,48650.12,20174.4005,1167499.2866,1145223.8248
920116.BJ,20260327,85.02,1.1344,3.9129,0.78,134.7203,134.7203,23.141,42.2869,42.2869,0.1252,0.1252,15977.5,15347.5,4449.5317,1358407.05,1304844.45
000567.SZ,20260327,5.28,0.4312,1.7573,0.66,31.2624,,1.9138,11.9806,22.2837,,,195459.2155,194990.2172,47843.5379,1032024.6578,1029548.3468
300402.SZ,20260327,19.07,1.2307,2.7112,0.68,68.807,78.0155,3.141,2.7592,3.3505,0.4719,0.4719,24679.0497,24361.8497,11058.3197,470629.4778,464580.4738
002849.SZ,20260327,16.46,5.5067,7.0606,1.47,107.9794,93.1539,2.6543,2.7991,2.2557,0.243,0.243,22063.4016,19356.732,15096.6427,363163.5903,318611.8087
002358.SZ,20260327,7.62,2.988,3.8058,0.57,79.8728,69.5772,2.1106,2.5601,2.4215,0.2625,0.2625,92975.6977,92975.5702,72997.1487,708474.8165,708473.8449
300141.SZ,20260327,13.32,1.8619,3.8847,0.56,,,5.1918,8.0222,7.9989,,,25784.46,25473.876,12209.2941,343449.0072,339312.0283
600010.SH,20260327,2.55,1.9036,2.9953,0.75,436.4068,113.9312,2.2176,1.6961,1.7418,0.0784,0.0784,4528861.9348,3138079.8287,1994274.3511,11548597.9337,8002103.5632
600861.SH,20260327,16.22,0.5293,0.8611,0.73,11.6026,7.9358,1.2853,0.2134,0.2103,4.3095,4.3095,56611.2718,36657.4848,22533.3652,918234.8286,594584.4035
300560.SZ,20260327,15.0,8.1363,10.1988,1.82,,,3.552,2.8551,3.4262,,,22974.3622,18696.4785,14915.6436,344615.433,280447.1775
601958.SH,20260327,18.79,1.1944,4.3207,0.9,20.3273,19.0164,3.2057,4.4676,4.3135,2.1288,2.1288,322660.44,322660.44,89194.8133,6062789.6676,6062789.6676
000701.SZ,20260327,5.82,1.5963,2.679,0.72,,,,0.0888,0.1066,,,66831.3106,66774.6631,39787.9395,388958.2277,388628.5392
601208.SH,20260327,30.05,3.4138,4.4392,0.85,167.6917,133.2696,5.1888,6.7909,6.0376,0.2928,0.6256,101018.2943,101018.2943,77683.7868,3035599.7437,3035599.7437
601026.SH,20260327,19.68,4.125,4.125,0.61,83.8134,61.6502,5.0882,4.0077,3.4059,0.7622,0.7622,65940.0,10718.3716,10718.3716,1297699.2,210937.5531
002425.SZ,20260327,3.45,1.7115,2.131,1.04,,,1.1413,7.2692,6.0277,,,95666.5066,95606.0898,76784.5844,330049.4478,329841.0098
688271.SH,20260327,113.72,0.3994,0.7833,0.85,74.2733,49.6469,4.341,9.0993,6.7814,0.1837,0.1837,82415.7988,82415.7988,42023.4959,9372324.6395,9372324.6395
600592.SH,20260327,19.65,0.9304,1.4971,0.5,62.6535,102.4173,3.087,4.4138,5.3265,0.7379,0.4326,39955.3571,39955.3571,24831.9771,785122.767,785122.767
600997.SH,20260327,6.66,1.6076,5.2329,0.75,12.9635,29.9746,0.7531,0.4994,0.5707,3.9039,3.9039,158779.9851,158779.9851,48778.1263,1057474.7008,1057474.7008
603176.SH,20260327,5.54,0.8327,2.6494,0.6,37.9118,,2.4288,0.7614,1.0856,0.4144,0.4144,47523.7054,46181.6054,14514.9388,263281.3279,255846.0939
600216.SH,20260327,15.9,4.5206,7.2518,1.4,13.1753,12.291,1.3831,1.6309,1.7069,2.3038,2.3038,96163.775,95138.9475,59306.9541,1529004.0225,1512709.2653
600004.SH,20260327,8.98,0.3279,0.7662,0.58,24.9973,17.0964,1.1209,3.1176,2.9595,1.6055,1.6055,257724.4598,236671.8283,101297.3731,2314365.649,2125313.0181
300901.SZ,20260327,15.25,1.1778,2.8669,1.24,,,3.7792,10.2154,10.9634,,,24000.0,24000.0,9859.6596,366000.0,366000.0
600590.SH,20260327,12.99,11.27,17.4422,0.82,,,3.4644,2.5434,2.3692,,,85286.975,84356.9523,54505.8978,1107877.8053,1095796.8104
601083.SH,20260327,12.08,3.9648,3.9648,0.68,15.3168,10.5182,1.7606,2.6187,2.2719,4.0397,4.0397,129412.0,19412.0,19412.0,1563296.96,234496.96
920370.BJ,20260327,3.42,0.6134,1.189,0.42,,,1.7671,2.1885,2.5971,,,30028.3343,26145.4437,13488.2127,102696.9033,89417.4175
688766.SH,20260327,240.17,3.1344,5.0714,0.63,171.3418,171.3418,14.7071,15.3279,15.3279,0.1274,0.1274,14804.9102,14804.9102,9150.1863,3555695.2827,3555695.2827
000099.SZ,20260327,17.25,0.8175,1.3321,0.56,43.354,43.354,2.436,5.9865,5.9865,1.0899,1.0899,77577.0137,77577.0137,47609.5662,1338203.4863,1338203.4863
300014.SZ,20260327,72.4,4.5777,7.2083,0.96,36.8454,40.5568,3.732,3.0889,2.521,1.0115,1.0115,207412.1132,199981.1093,127001.6354,15016636.9957,14478632.3133
301335.SZ,20260327,25.3,2.6101,2.6101,0.76,69.8565,67.1505,1.6739,1.1617,1.0519,0.7632,0.7632,12690.28,5061.3904,5061.3904,321064.084,128053.1771
920108.BJ,20260327,10.54,0.5809,0.9858,0.51,27.7341,108.4941,3.7003,3.9209,3.4672,0.7251,0.7251,17220.0,7296.765,4299.715,181498.8,76907.9031
688652.SH,20260327,102.48,2.3738,2.8489,1.04,112.5919,117.4909,7.8263,16.7727,12.0713,0.122,0.122,16800.0,12075.0,10061.3582,1721664.0,1237446.0
688671.SH,20260327,21.65,2.5133,3.0442,0.77,,,1.6702,5.1614,5.2559,,,7851.89,4684.7122,3867.75,169993.4185,101424.0191
